polygon_id,city,locality,rule_category,year_from,year_to,confidence,area_m2,latitude,longitude
3936,Delhi,Unassigned,New Buildings,2020,2021,0.98,7100.0,28.788338,77.072685
3937,Delhi,Alipur,New Buildings,2020,2021,0.98,2550.0,28.788023,77.139792
3938,Delhi,Alipur,New Buildings,2020,2021,0.98,13950.0,28.78782,77.130214
3939,Delhi,Unassigned,New Buildings,2020,2021,0.98,6600.0,28.789577,77.024225
3940,Delhi,Unassigned,New Roads,2020,2021,0.98,148700.0,28.785437,77.098524
3941,Delhi,Unassigned,New Buildings,2020,2021,0.98,3200.0,28.790647,76.984447
3942,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2950.0,28.789988,77.036585
3943,Delhi,Unassigned,New Buildings,2020,2021,0.98,3650.0,28.789345,77.075004
3944,Delhi,Unassigned,New Buildings,2020,2021,0.98,26650.0,28.789787,77.008208
3945,Delhi,Unassigned,New Buildings,2020,2021,0.98,43950.0,28.789585,76.999163
3946,Delhi,Alipur,New Buildings,2020,2021,0.98,2500.0,28.788599,77.13966
3947,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,3300.0,28.790559,77.004377
3948,Delhi,Unassigned,New Roads,2020,2021,0.817,3350.0,28.790632,77.01445
3949,Delhi,Unassigned,New Buildings,2020,2021,0.98,16450.0,28.790804,76.981947
3950,Delhi,Alipur,Water Body Change,2020,2021,0.98,2900.0,28.789495,77.11001
3951,Delhi,Unassigned,New Buildings,2020,2021,0.98,3750.0,28.789935,77.073635
3952,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,52350.0,28.788332,77.124083
3953,Delhi,Unassigned,New Buildings,2020,2021,0.98,4550.0,28.790573,77.033997
3954,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,3900.0,28.791291,77.000158
3955,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,4300.0,28.791072,77.036947
3956,Delhi,Unassigned,New Buildings,2020,2021,0.98,4900.0,28.791125,77.032417
3957,Delhi,Unassigned,New Roads,2020,2021,0.817,3050.0,28.791568,77.011504
3958,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,5550.0,28.790406,77.091136
3959,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,8900.0,28.79019,77.083068
3960,Delhi,Unassigned,New Roads,2020,2021,0.817,15150.0,28.791494,77.002776
3961,Delhi,Unassigned,New Buildings,2020,2021,0.98,3950.0,28.792087,76.983188
3962,Delhi,Unassigned,New Buildings,2020,2021,0.98,3400.0,28.792148,76.996249
3963,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,42250.0,28.791059,76.99246
3964,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2950.0,28.792272,76.985823
3965,Delhi,Unassigned,New Buildings,2020,2021,0.98,2750.0,28.791628,77.035974
3966,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,14250.0,28.790179,77.121458
3967,Delhi,Unassigned,New Buildings,2020,2021,0.98,3450.0,28.790862,77.096974
3968,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,241800.0,28.78888,77.090075
3969,Delhi,Unassigned,New Buildings,2020,2021,0.98,11250.0,28.792624,76.999793
3970,Delhi,Unassigned,New Buildings,2020,2021,0.98,3450.0,28.792627,77.002367
3971,Delhi,Unassigned,New Buildings,2020,2021,0.98,2950.0,28.792791,76.988549
3972,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,3350.0,28.79094,77.112168
3973,Delhi,Alipur,Vegetation Change,2020,2021,0.98,129450.0,28.788894,77.1043
3974,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,2700.0,28.793037,77.007422
3975,Delhi,Alipur,New Roads,2020,2021,0.817,18450.0,28.79105,77.108166
3976,Delhi,Unassigned,New Roads,2020,2021,0.817,10450.0,28.79163,77.076504
3977,Delhi,Unassigned,New Buildings,2020,2021,0.98,4300.0,28.793186,76.997535
3978,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,4200.0,28.791649,77.084691
3979,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,9700.0,28.792818,77.011142
3980,Delhi,Alipur,New Roads,2020,2021,0.817,7250.0,28.791837,77.107084
3981,Delhi,Unassigned,New Roads,2020,2021,0.817,2800.0,28.793579,77.009224
3982,Delhi,Unassigned,New Roads,2020,2021,0.817,35600.0,28.792762,77.00525
3983,Delhi,Alipur,New Roads,2020,2021,0.817,6750.0,28.792188,77.103599
3984,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,4150.0,28.792243,77.097644
3985,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,15550.0,28.793231,76.992453
3986,Delhi,Alipur,Vegetation Change,2020,2021,0.98,24550.0,28.791262,77.1471
3987,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,99150.0,28.791705,77.080831
3988,Delhi,Alipur,New Roads,2020,2021,0.817,4700.0,28.792425,77.108815
3989,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,25250.0,28.79126,77.134961
3990,Delhi,Unassigned,New Buildings,2020,2021,0.98,17350.0,28.793873,77.025901
3991,Delhi,Unassigned,New Buildings,2020,2021,0.98,15700.0,28.794235,77.000363
3992,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2500.0,28.795461,76.990028
3993,Delhi,Alipur,Vegetation Change,2020,2021,0.98,4200.0,28.793408,77.12338
3994,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,3700.0,28.79362,77.103253
3995,Delhi,Alipur,Vegetation Change,2020,2021,0.98,5750.0,28.79303,77.142647
3996,Delhi,Unassigned,New Roads,2020,2021,0.817,10000.0,28.79381,77.097374
3997,Delhi,Alipur,New Buildings,2020,2021,0.98,12900.0,28.793543,77.118956
3998,Delhi,Unassigned,New Buildings,2020,2021,0.98,3450.0,28.794982,77.039436
3999,Delhi,Unassigned,New Roads,2020,2021,0.817,15400.0,28.793998,77.065631
4000,Delhi,Unassigned,New Buildings,2020,2021,0.98,65850.0,28.794247,77.014238
4001,Delhi,Unassigned,New Buildings,2020,2021,0.98,4000.0,28.795737,77.013054
4002,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,18050.0,28.794154,77.101043
4003,Delhi,Alipur,New Roads,2020,2021,0.98,269000.0,28.790531,77.127177
4004,Delhi,Alipur,New Buildings,2020,2021,0.98,61700.0,28.792625,77.12136
4005,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,5650.0,28.794345,77.117341
4006,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,135100.0,28.790949,77.109862
4007,Delhi,Unassigned,New Buildings,2020,2021,0.98,22600.0,28.795412,77.003395
4008,Delhi,Unassigned,New Buildings,2020,2021,0.98,23250.0,28.795605,77.017151
4009,Delhi,Unassigned,New Buildings,2020,2021,0.98,21650.0,28.795504,76.995351
4010,Delhi,Unassigned,New Buildings,2020,2021,0.98,4000.0,28.796575,76.991395
4011,Delhi,Alipur,Vegetation Change,2020,2021,0.98,6050.0,28.794212,77.116508
4012,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,3350.0,28.794809,77.108693
4013,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,4300.0,28.795341,77.08218
4014,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,6250.0,28.795228,77.094927
4015,Delhi,Alipur,New Buildings,2020,2021,0.98,4050.0,28.795099,77.128152
4016,Delhi,Alipur,New Roads,2020,2021,0.817,95650.0,28.792365,77.114363
4017,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,39850.0,28.794528,77.106589
4018,Delhi,Unassigned,New Roads,2020,2021,0.817,9450.0,28.796807,77.005254
4019,Delhi,Unassigned,New Buildings,2020,2021,0.98,475300.0,28.793576,77.089004
4020,Delhi,Unassigned,New Buildings,2020,2021,0.98,7200.0,28.796882,77.040646
4021,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,13050.0,28.795855,77.116627
4022,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,22200.0,28.797859,76.992677
4023,Delhi,Alipur,Vegetation Change,2020,2021,0.98,41150.0,28.795082,77.122783
4024,Delhi,Alipur,New Buildings,2020,2021,0.98,13450.0,28.795791,77.119223
4025,Delhi,Alipur,Water Body Change,2020,2021,0.98,4850.0,28.796514,77.114266
4026,Delhi,Alipur,Vegetation Change,2020,2021,0.98,15250.0,28.796272,77.101204
4027,Delhi,Alipur,New Roads,2020,2021,0.817,9450.0,28.796376,77.14332
4028,Delhi,Alipur,New Roads,2020,2021,0.817,12600.0,28.796978,77.10779
4029,Delhi,Unassigned,New Buildings,2020,2021,0.98,16550.0,28.79843,77.001745
4030,Delhi,Alipur,Vegetation Change,2020,2021,0.98,4900.0,28.797367,77.122407
4031,Delhi,Alipur,New Buildings,2020,2021,0.98,4450.0,28.797427,77.109566
4032,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,2850.0,28.797475,77.125016
4033,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2800.0,28.799707,76.996604
4034,Delhi,Unassigned,New Buildings,2020,2021,0.98,53650.0,28.79698,77.091237
4035,Delhi,Unassigned,New Buildings,2020,2021,0.98,40500.0,28.79884,76.99571
4036,Delhi,Unassigned,New Buildings,2020,2021,0.98,4950.0,28.799618,77.003117
4037,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,4100.0,28.798904,77.064804
4038,Delhi,Unassigned,New Roads,2020,2021,0.817,3400.0,28.8,77.010325
4039,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2600.0,28.799012,77.091735
4040,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3950.0,28.799326,77.069204
4041,Delhi,Alipur,New Roads,2020,2021,0.817,10050.0,28.798596,77.125358
4042,Delhi,Unassigned,New Buildings,2020,2021,0.98,64950.0,28.797272,77.063929
4043,Delhi,Alipur,New Buildings,2020,2021,0.98,2850.0,28.799244,77.106527
4044,Delhi,Narela,New Buildings,2020,2021,0.98,11250.0,28.800081,77.027551
4045,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,21900.0,28.798295,77.142475
4046,Delhi,Unassigned,New Buildings,2020,2021,0.98,2500.0,28.80129,76.998088
4047,Delhi,Unassigned,New Buildings,2020,2021,0.98,25200.0,28.800259,77.00831
4048,Delhi,Alipur,Vegetation Change,2020,2021,0.98,3000.0,28.799431,77.137135
4049,Delhi,Narela,New Roads,2020,2021,0.817,2600.0,28.80013,77.086463
4050,Delhi,Alipur,New Buildings,2020,2021,0.98,34900.0,28.79794,77.102714
4051,Delhi,Unassigned,New Buildings,2020,2021,0.98,4450.0,28.801802,77.005193
4052,Delhi,Narela,New Buildings,2020,2021,0.98,2700.0,28.800778,77.085516
4053,Delhi,Alipur,Vegetation Change,2020,2021,0.98,80850.0,28.799019,77.121593
4054,Delhi,Narela,New Buildings,2020,2021,0.98,2950.0,28.801794,77.06557
4055,Delhi,Unassigned,New Buildings,2020,2021,0.98,2600.0,28.802818,77.013536
4056,Delhi,Narela,New Roads,2020,2021,0.817,7250.0,28.802639,77.026656
4057,Delhi,Alipur,Vegetation Change,2020,2021,0.98,5000.0,28.80052,77.147241
4058,Delhi,Alipur,New Buildings,2020,2021,0.98,2600.0,28.801039,77.14259
4059,Delhi,Alipur,New Buildings,2020,2021,0.98,8650.0,28.801347,77.10857
4060,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,7150.0,28.802531,77.012489
4061,Delhi,Alipur,New Roads,2020,2021,0.817,3450.0,28.80113,77.144036
4062,Delhi,Narela,New Buildings,2020,2021,0.98,21000.0,28.801525,77.098595
4063,Delhi,Narela,Vegetation Change,2020,2021,0.98,11450.0,28.802016,77.094486
4064,Delhi,Alipur,New Buildings,2020,2021,0.98,7300.0,28.801759,77.121283
4065,Delhi,Alipur,New Buildings,2020,2021,0.98,5650.0,28.802119,77.10661
4066,Delhi,Narela,Vegetation Change,2020,2021,0.98,20000.0,28.803209,77.024484
4067,Delhi,Alipur,New Buildings,2020,2021,0.98,2900.0,28.802563,77.110991
4068,Delhi,Narela,New Buildings,2020,2021,0.98,6500.0,28.802786,77.09829
4069,Delhi,Alipur,New Buildings,2020,2021,0.98,4950.0,28.803104,77.106109
4070,Delhi,Narela,Water Body Change,2020,2021,0.98,6000.0,28.80407,77.041976
4071,Delhi,Unassigned,New Buildings,2020,2021,0.98,6200.0,28.804453,77.015428
4072,Delhi,Unassigned,New Buildings,2020,2021,0.98,3500.0,28.804524,77.013492
4073,Delhi,Alipur,New Buildings,2020,2021,0.98,3600.0,28.802826,77.136314
4074,Delhi,Unassigned,New Roads,2020,2021,0.817,3200.0,28.804509,77.019023
4075,Delhi,Alipur,Vegetation Change,2020,2021,0.98,2600.0,28.803599,77.108059
4076,Delhi,Alipur,Water Body Change,2020,2021,0.98,5150.0,28.803637,77.113926
4077,Delhi,Narela,New Buildings,2020,2021,0.98,3450.0,28.803808,77.099999
4078,Delhi,Narela,New Buildings,2020,2021,0.98,9200.0,28.803413,77.084582
4079,Delhi,Narela,New Buildings,2020,2021,0.98,3400.0,28.804966,77.024425
4080,Delhi,Alipur,New Buildings,2020,2021,0.98,2950.0,28.803689,77.112408
4081,Delhi,Narela,New Buildings,2020,2021,0.98,3000.0,28.80519,77.020838
4082,Delhi,Unassigned,New Buildings,2020,2021,0.98,15600.0,28.804677,77.00574
4083,Delhi,Narela,Water Body Change,2020,2021,0.98,7150.0,28.804837,77.043764
4084,Delhi,Alipur,Vegetation Change,2020,2021,0.98,50900.0,28.802828,77.146903
4085,Delhi,Unassigned,New Buildings,2020,2021,0.98,7250.0,28.805675,77.019851
4086,Delhi,Narela,New Buildings,2020,2021,0.98,9000.0,28.804538,77.09813
4087,Delhi,Narela,New Buildings,2020,2021,0.98,5750.0,28.805777,77.026867
4088,Delhi,Alipur,New Buildings,2020,2021,0.98,8950.0,28.804454,77.103107
4089,Delhi,Alipur,New Buildings,2020,2021,0.98,27500.0,28.803904,77.115865
4090,Delhi,Narela,New Buildings,2020,2021,0.98,4000.0,28.805007,77.099709
4091,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,7000.0,28.805783,77.034321
4092,Delhi,Unassigned,New Buildings,2020,2021,0.98,16150.0,28.806041,77.010018
4093,Delhi,Narela,New Buildings,2020,2021,0.98,4500.0,28.805401,77.093489
4094,Delhi,Narela,Water Body Change,2020,2021,0.98,4450.0,28.806261,77.040436
4095,Delhi,Alipur,Vegetation Change,2020,2021,0.98,43650.0,28.804463,77.119282
4096,Delhi,Narela,New Buildings,2020,2021,0.98,7150.0,28.806495,77.037984
4097,Delhi,Narela,Vegetation Change,2020,2021,0.98,39600.0,28.805109,77.067722
4098,Delhi,Narela,New Roads,2020,2021,0.817,8750.0,28.806444,77.035521
4099,Delhi,Narela,New Roads,2020,2021,0.98,226350.0,28.802819,77.090155
4100,Delhi,Narela,New Buildings,2020,2021,0.98,3150.0,28.806912,77.029358
4101,Delhi,Unassigned,New Buildings,2020,2021,0.98,6700.0,28.806875,77.017865
4102,Delhi,Alipur,New Buildings,2020,2021,0.98,4550.0,28.805632,77.123737
4103,Delhi,Alipur,Vegetation Change,2020,2021,0.98,6100.0,28.80515,77.142816
4104,Delhi,Alipur,Water Body Change,2020,2021,0.98,3900.0,28.805737,77.118349
4105,Delhi,Unassigned,New Roads,2020,2021,0.817,28850.0,28.806188,77.01644
4106,Delhi,Alipur,New Buildings,2020,2021,0.98,13750.0,28.805147,77.13423
4107,Delhi,Narela,New Roads,2020,2021,0.817,4300.0,28.807,77.039577
4108,Delhi,Alipur,New Buildings,2020,2021,0.98,3700.0,28.806157,77.104457
4109,Delhi,Narela,Water Body Change,2020,2021,0.98,2500.0,28.807542,77.021094
4110,Delhi,Narela,Water Body Change,2020,2021,0.98,2900.0,28.807398,77.036202
4111,Delhi,Narela,Water Body Change,2020,2021,0.98,4150.0,28.807206,77.034227
4112,Delhi,Alipur,Water Body Change,2020,2021,0.98,2900.0,28.806481,77.102772
4113,Delhi,Narela,New Buildings,2020,2021,0.98,7150.0,28.807496,77.031734
4114,Delhi,Narela,New Buildings,2020,2021,0.98,3100.0,28.806673,77.09401
4115,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,3000.0,28.808036,77.016334
4116,Delhi,Alipur,New Buildings,2020,2021,0.98,7950.0,28.806728,77.110121
4117,Delhi,Alipur,New Buildings,2020,2021,0.98,10900.0,28.806106,77.14722
4118,Delhi,Alipur,New Buildings,2020,2021,0.98,7800.0,28.806549,77.112114
4119,Delhi,Alipur,New Buildings,2020,2021,0.98,2850.0,28.806786,77.131527
4120,Delhi,Narela,Water Body Change,2020,2021,0.98,11200.0,28.80801,77.041293
4121,Delhi,Alipur,Water Body Change,2020,2021,0.98,4050.0,28.807522,77.106344
4122,Delhi,Narela,Water Body Change,2020,2021,0.98,8750.0,28.807681,77.09001
4123,Delhi,Narela,New Buildings,2020,2021,0.98,19700.0,28.808365,77.029179
4124,Delhi,Narela,New Buildings,2020,2021,0.98,16350.0,28.808314,77.033539
4125,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,3500.0,28.809027,77.010051
4126,Delhi,Alipur,Water Body Change,2020,2021,0.98,3900.0,28.807642,77.107834
4127,Delhi,Narela,New Buildings,2020,2021,0.98,41700.0,28.808404,77.020739
4128,Delhi,Narela,New Buildings,2020,2021,0.98,4450.0,28.808978,77.03079
4129,Delhi,Unassigned,New Buildings,2020,2021,0.98,4950.0,28.809371,77.011488
4130,Delhi,Alipur,Vegetation Change,2020,2021,0.98,8000.0,28.807787,77.110095
4131,Delhi,Narela,New Buildings,2020,2021,0.98,3150.0,28.809116,77.03211
4132,Delhi,Unassigned,New Buildings,2020,2021,0.98,10050.0,28.809161,77.013418
4133,Delhi,Alipur,New Buildings,2020,2021,0.98,3650.0,28.807578,77.142565
4134,Delhi,Alipur,New Buildings,2020,2021,0.98,3200.0,28.807883,77.128005
4135,Delhi,Narela,New Buildings,2020,2021,0.98,8300.0,28.808374,77.095214
4136,Delhi,Alipur,New Buildings,2020,2021,0.98,8000.0,28.807912,77.111961
4137,Delhi,Alipur,Water Body Change,2020,2021,0.98,2500.0,28.808665,77.106965
4138,Delhi,Narela,New Buildings,2020,2021,0.98,3400.0,28.809421,77.057029
4139,Delhi,Alipur,Vegetation Change,2020,2021,0.98,3300.0,28.808476,77.130811
4140,Delhi,Narela,New Buildings,2020,2021,0.98,9500.0,28.808515,77.093023
4141,Delhi,Narela,New Buildings,2020,2021,0.98,7950.0,28.809794,77.029244
4142,Delhi,Narela,New Roads,2020,2021,0.817,5650.0,28.809801,77.048349
4143,Delhi,Unassigned,New Buildings,2020,2021,0.98,5700.0,28.810327,77.019366
4144,Delhi,Alipur,Water Body Change,2020,2021,0.98,5300.0,28.809242,77.100442
4145,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,4850.0,28.809928,77.055431
4146,Delhi,Alipur,New Buildings,2020,2021,0.98,5150.0,28.808582,77.144675
4147,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,18000.0,28.808396,77.135122
4148,Delhi,Alipur,New Buildings,2020,2021,0.98,4750.0,28.809799,77.106276
4149,Delhi,Alipur,New Buildings,2020,2021,0.98,3500.0,28.809871,77.101662
4150,Delhi,Narela,New Buildings,2020,2021,0.98,32400.0,28.809308,77.068662
4151,Delhi,Narela,New Buildings,2020,2021,0.98,6050.0,28.810274,77.081988
4152,Delhi,Narela,Vegetation Change,2020,2021,0.98,4600.0,28.810743,77.035643
4153,Delhi,Unassigned,New Buildings,2020,2021,0.98,2600.0,28.8117,77.013015
4154,Delhi,Narela,Vegetation Change,2020,2021,0.98,13600.0,28.810907,77.051
4155,Delhi,Narela,New Buildings,2020,2021,0.98,12400.0,28.811252,77.034136
4156,Delhi,Narela,Water Body Change,2020,2021,0.98,5850.0,28.811085,77.032975
4157,Delhi,Alipur,Water Body Change,2020,2021,0.98,4050.0,28.810501,77.104811
4158,Delhi,Narela,New Buildings,2020,2021,0.98,57300.0,28.810253,77.071769
4159,Delhi,Alipur,New Buildings,2020,2021,0.98,10450.0,28.809511,77.147887
4160,Delhi,Alipur,New Buildings,2020,2021,0.98,8850.0,28.81006,77.138949
4161,Delhi,Unassigned,New Buildings,2020,2021,0.98,3300.0,28.812159,77.016914
4162,Delhi,Alipur,Water Body Change,2020,2021,0.98,13750.0,28.811056,77.101108
4163,Delhi,Narela,New Buildings,2020,2021,0.98,2750.0,28.811455,77.09943
4164,Delhi,Alipur,New Buildings,2020,2021,0.98,6700.0,28.810711,77.149118
4165,Delhi,Unassigned,New Roads,2020,2021,0.817,84350.0,28.810506,77.015524
4166,Delhi,Narela,New Buildings,2020,2021,0.98,2750.0,28.812867,77.035303
4167,Delhi,Unassigned,Water Body Change,2020,2021,0.98,6800.0,28.812821,77.017689
4168,Delhi,Alipur,New Roads,2020,2021,0.817,2850.0,28.811526,77.135119
4169,Delhi,Alipur,New Buildings,2020,2021,0.98,4950.0,28.811383,77.148228
4170,Delhi,Narela,Water Body Change,2020,2021,0.98,7550.0,28.813147,77.036467
4171,Delhi,Alipur,New Buildings,2020,2021,0.98,4050.0,28.812533,77.100644
4172,Delhi,Alipur,New Buildings,2020,2021,0.98,5700.0,28.812526,77.103384
4173,Delhi,Narela,New Buildings,2020,2021,0.98,6900.0,28.812721,77.090186
4174,Delhi,Narela,New Buildings,2020,2021,0.98,4450.0,28.812905,77.086453
4175,Delhi,Narela,Water Body Change,2020,2021,0.98,14350.0,28.813203,77.033679
4176,Delhi,Narela,New Buildings,2020,2021,0.98,91100.0,28.811761,77.066482
4177,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3450.0,28.814178,77.017641
4178,Delhi,Narela,Water Body Change,2020,2021,0.98,3300.0,28.813047,77.099521
4179,Delhi,Narela,New Roads,2020,2021,0.817,7300.0,28.813813,77.02705
4180,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,4800.0,28.813589,77.061173
4181,Delhi,Narela,New Buildings,2020,2021,0.98,25950.0,28.812555,77.084748
4182,Delhi,Alipur,New Buildings,2020,2021,0.98,5450.0,28.812659,77.132512
4183,Delhi,Narela,New Buildings,2020,2021,0.98,7500.0,28.814232,77.035601
4184,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,6650.0,28.812744,77.131212
4185,Delhi,Narela,New Buildings,2020,2021,0.98,4350.0,28.813902,77.086534
4186,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,2900.0,28.813794,77.099456
4187,Delhi,Narela,New Buildings,2020,2021,0.98,25250.0,28.814306,77.042744
4188,Delhi,Narela,New Buildings,2020,2021,0.98,2650.0,28.815512,77.030989
4189,Delhi,Narela,Water Body Change,2020,2021,0.98,27500.0,28.814611,77.023204
4190,Delhi,Alipur,New Buildings,2020,2021,0.98,19500.0,28.813706,77.138157
4191,Delhi,Narela,New Roads,2020,2021,0.817,14400.0,28.814966,77.091548
4192,Delhi,Narela,New Buildings,2020,2021,0.98,9850.0,28.815794,77.046051
4193,Delhi,Alipur,New Buildings,2020,2021,0.98,2750.0,28.81459,77.146956
4194,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,3750.0,28.816384,77.051911
4195,Delhi,Unassigned,Water Body Change,2020,2021,0.98,61100.0,28.815322,77.019827
4196,Delhi,Narela,Water Body Change,2020,2021,0.98,13150.0,28.816183,77.043942
4197,Delhi,Narela,Water Body Change,2020,2021,0.98,8650.0,28.816993,77.051527
4198,Delhi,Alipur,New Buildings,2020,2021,0.98,2650.0,28.81568,77.146124
4199,Delhi,Narela,New Buildings,2020,2021,0.98,40900.0,28.81657,77.028489
4200,Delhi,Narela,New Buildings,2020,2021,0.98,4600.0,28.817103,77.055824
4201,Delhi,Narela,New Buildings,2020,2021,0.98,173350.0,28.814812,77.067232
4202,Delhi,Narela,New Buildings,2020,2021,0.98,6750.0,28.817412,77.046259
4203,Delhi,Narela,New Roads,2020,2021,0.817,7500.0,28.817815,77.022106
4204,Delhi,Narela,New Roads,2020,2021,0.817,3000.0,28.818209,77.025405
4205,Delhi,Narela,New Buildings,2020,2021,0.98,4000.0,28.817023,77.098066
4206,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,5350.0,28.81819,77.042104
4207,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,124400.0,28.816562,77.11245
4208,Delhi,Narela,Vegetation Change,2020,2021,0.98,4250.0,28.818647,77.05459
4209,Delhi,Narela,New Buildings,2020,2021,0.98,5150.0,28.817774,77.097451
4210,Delhi,Alipur,New Buildings,2020,2021,0.98,4150.0,28.817582,77.141826
4211,Delhi,Narela,New Buildings,2020,2021,0.98,10150.0,28.818772,77.056202
4212,Delhi,Narela,New Buildings,2020,2021,0.98,4050.0,28.819138,77.052902
4213,Delhi,Narela,Vegetation Change,2020,2021,0.98,46750.0,28.818658,77.029868
4214,Delhi,Alipur,New Buildings,2020,2021,0.98,8600.0,28.817941,77.136127
4215,Delhi,Narela,Water Body Change,2020,2021,0.98,2700.0,28.819777,77.046567
4216,Delhi,Narela,Water Body Change,2020,2021,0.98,6200.0,28.819431,77.070352
4217,Delhi,Alipur,New Buildings,2020,2021,0.98,4350.0,28.818429,77.144558
4218,Delhi,Narela,New Buildings,2020,2021,0.98,3350.0,28.819961,77.043418
4219,Delhi,Alipur,Vegetation Change,2020,2021,0.98,13900.0,28.818868,77.139855
4220,Delhi,Narela,New Buildings,2020,2021,0.98,27750.0,28.819414,77.039291
4221,Delhi,Narela,New Buildings,2020,2021,0.98,17150.0,28.820717,77.03165
4222,Delhi,Alipur,New Roads,2020,2021,0.817,6550.0,28.819472,77.148908
4223,Delhi,Narela,New Buildings,2020,2021,0.98,6400.0,28.820707,77.070281
4224,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,3550.0,28.820541,77.084408
4225,Delhi,Alipur,Agricultural / Land-use Change,2020,2021,0.835,8250.0,28.819742,77.118522
4226,Delhi,Narela,New Buildings,2020,2021,0.98,5200.0,28.820873,77.069236
4227,Delhi,Alipur,Water Body Change,2020,2021,0.98,4150.0,28.820062,77.145942
4228,Delhi,Narela,New Buildings,2020,2021,0.98,6350.0,28.820784,77.096407
4229,Delhi,Alipur,New Roads,2020,2021,0.817,2950.0,28.820663,77.146405
4230,Delhi,Alipur,New Buildings,2020,2021,0.98,27700.0,28.819919,77.142248
4231,Delhi,Narela,Water Body Change,2020,2021,0.98,2500.0,28.822743,77.030301
4232,Delhi,Narela,New Buildings,2020,2021,0.98,4450.0,28.822723,77.029454
4233,Delhi,Narela,New Buildings,2020,2021,0.98,5850.0,28.823013,77.034244
4234,Delhi,Alipur,Vegetation Change,2020,2021,0.98,2650.0,28.821675,77.142225
4235,Delhi,Alipur,New Roads,2020,2021,0.817,3300.0,28.822003,77.130402
4236,Delhi,Alipur,New Buildings,2020,2021,0.98,16450.0,28.821578,77.139585
4237,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,5800.0,28.822531,77.099007
4238,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,4750.0,28.822468,77.083749
4239,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,3250.0,28.822667,77.097537
4240,Delhi,Alipur,New Buildings,2020,2021,0.98,6900.0,28.822533,77.117035
4241,Delhi,Alipur,Vegetation Change,2020,2021,0.98,3650.0,28.822389,77.14722
4242,Delhi,Narela,New Buildings,2020,2021,0.98,10000.0,28.823393,77.065983
4243,Delhi,Narela,Agricultural / Land-use Change,2020,2021,0.835,2950.0,28.823991,77.053447
4244,Delhi,Alipur,New Buildings,2020,2021,0.98,8600.0,28.822634,77.162034
